Name,Address,MOB.No,Alternate Mob,City,email,pincode,State,Branch type
PRIYANKA KUMARI DF,"SANVI ENTERPRISES C/O AT BIDUPUR RS JANDAHA ROAD,NEAR SARDA,VIDYAPITH,VAISHALI,BIHAR",7992421084,,VAISHALI,,844502,BIHAR,DISTRICT
CHANDA DEVI,"CHANDA HERBAL STORE C/O AT VILLAGE-CHITRA,DEOGHAR,CHITRA,JHARKHAND",9771611137,,DEOGHAR,,815351,JHARKHAND,DISTRICT
SAHABUDDIN GAZI,"SAHABUDDIN GAZI C/O AT VILL-TARANIPUR,SWARUP NAGAR,NORTH 24 PARAGNAS,WEST BENGAL",7384661474,,PARGANAS,,743273,WEST BENGAL,DISTRICT
OMPRAKASH,"FRIENDS ENTERPRISES C/O AT PURANI CHIRAWA ROAD,,SINGHANA,JHUNJHUNU,RAJASTHAN",9461057666,,JHUNJHUNU,,333516,RAJASTHAN,DISTRICT
MANISH KUMAR SAW,"MANISH KUMAR SAW C/O AT NEAR BENGABAD,GIRIDIH,JHARKHAND",8340592072,,GIRIDIH,,815312,JHARKHAND,DISTRICT
AWDHESH KUMAR RAY DF,"OM SAI TRADERS C/O AT 3 BT ROAD PANIHAT,NEAR CLUB PANIHAT,NORTH 24 PARGANAS,PARGANAS,WEST BENGAL",8942090971,,PARGANAS,,700114,WEST BENGAL,DISTRICT
RATAN LAL TELI,"RATAN LAL TELI C/O AT POLICE CHOKI KE PASS,BAROONDI,BHILWARA,RAJASTHAN",9928406539,,BHILWARA,,311604,RAJASTHAN,DISTRICT
KANCHAN KUMARI,"SARA ENTERPRISES C/O AT AGACAIM,NORTH GOA,GOA",8421201531,,GOA,,403204,GOA,DISTRICT
M/S AUROMART,"AMIT KUMAR TARAI C/O AT PLOT NO-1629, KHATA NO-1149, AT-BELTAL NEAR STATE BANK OF INDIA,, POST-PATTAMUNDAI NEAR PATTAMUNDAI THANA, VIA-PATTAMUNDAI, Kendrapara, Odisha, 754215--21AMGPT1345R1ZO--",8895994312,,KENDRAPARA,,754215,ORISSA,DISTRICT
ARATI SUBBA,"ARATI SUBBA C/O AT SING BONG DERA,GAIRI GAON,MAJUA,SUKHIAPOKHARI,DARJEELING PULBAZAAR,DARJEELING,WEST BENGAL",8967558898,,DARJEELING,,734221,WEST BENGAL,DISTRICT
AKHTAR ALI DF,"FIZA ENTERPRISES C/O AT VILL-UCO BANK,ROBERSTGANJ,SONEBHADRA,UTTAR PRADESH",7055167370,,SONBHADRA,,231216,UTTAR PRADESH,DISTRICT
AMRUTA ENTERPRISES,"AMARESH BALBANTRAY C/O AT PLOT NO. 2373, LUNAHAR, SALEPUR, Cuttack, Odisha, 754202--21AZVPB9294K1ZR --",9438418667,,CUTTACK,,754202,ORISSA,DISTRICT
RAJESH NAGESH NAIK,"RUDRANSH ENTERPRISES C/O AT 484,GAUNE,NEAR RAMPURUSH TEMPLE,PONDA,NORTH GOA,GOA",8668750984,,GOA,,403401,GOA,DISTRICT
LAKHAN PRASAD SINHA,"SHIVANSH AYURVEDA & HERBAL AGENCY C/O AT PANCHAYAT UTRI DHANWAR BLOCK DHANWAR,NAWADIH ROAD,VILL DIWAN TOLA PO DHANWAR,GIRIDIH,JHARKHAND",9905178250,,GIRIDIH,,825412,JHARKHAND,DISTRICT
RAGHAVENDRA BADIGER,"RAGHAVENDRA BADIGER C/O AT VIDYA NAGAR,SUPRABHATA,MUDDEBIHAL,BIJAPUR,KARNATAKA",9901237890,,BIJAPUR,,586212,KARNATAKA,DISTRICT
DATTA GOVARDHAN DHADE,"DATTA GOVARDHAN DHADE C/O AT ROW HOUSE NO.2,SHREE LAXMI NIVAS,NEAR AUDHUT RESIDENCY,AMBEGAON BK,PUNE,MAHARASHTRA",9822897237,,PUNE,,411046,MAHARASHTRA,DISTRICT
C/F VIKAS KUMAR,VIKAS KUMAR C/O Village+Post Umri kalan Tehsil Rampur Maniharan Distt Saharanpur,6283650482,,SAHARANPUR,,247451,UTTAR PRADESH,DISTRICT
SHRINIVAS ANANT ACHARI,"PANJURLI ENTERPRISES C/O OPPOSITE TO KSRTC BUS STAND BANAVASI SIRASI ,UTTARA KANNADA,KARNATAKA",9739672519,,KANNADA,,581318,KARNATAKA,DISTRICT
KHAIRUL ISLAM,"AMAN HERBAL CENTER C/O AT HALIM CHOWNK,KISHANGANJ,BIHAR",9647721705,,KISHANGANJ,,855107,BIHAR,DISTRICT
SONIYA JAIN,"ANNU AND COMPANY C/O AT 174,RAGHAVAPURAM,PARISHAD SAHARA,SAHARANPUR,UTTAR PRADESH",8057796112,,SAHARANPUR,,247001,UTTAR PRADESH,DISTRICT
SUMAN CHAUDHARY,"SUMAN CHAUDHARY C/O AT SANJEEVNI NURSING HOME KE PICHE,AMROHA,UTTAR PRADESH",8449248059,,AMROHA,,244221,UTTAR PRADESH,DISTRICT
ESTHER LALMUANPUII HMAR,"ESTHER LALMUANPUII HMAR C/O AT 1/7B,K SECTION,OPPOSITE TO POLICE STATION,KULIKAWN,FALKAWN,AIZAWL,MIZORAM",8447373123,,AIZAWL,,796005,MIZORAM,DISTRICT
PULINDRA GURUNG,"PULINDRA GURUNG C/O AT DEOKOTA PATH,SALUGARA EAST,WARD NO.42,SILIGURI,SEVOKE ROAD,JALPAIGURI,WEST BENGAL",8016789085,,JALPAIGURI,,734001,WEST BENGAL,DISTRICT
BIJOY DUTTA,"DUTTA ENTERPRISES C/O AT DULIAGAON,GAURISAGAR,KHONAKHUKURA,SIBASAGAR,ASSAM",7002866575,,SIBSAGAR,,785664,ASSAM,DISTRICT
NANDPAL,"BARKHA ENTERPRISES C/O AT BHARAT COLONY,KHERI ROAD,SHOP NO.17,SERAV HARYANA GRAMIN BANK,FARIDABAD,HARYANA",9310403010,,FARIDABAD,,121102,HARYANA,DISTRICT
SHIVARAJ SHETTY,"SHIVARAJ SHETTY C/O AT 837, 11TH CROSS, 35TH MAIN JP NAGAR, 1ST PHASE BANGALORE",9060423305,,BANGALORE,,560078,KARNATAKA,DISTRICT
RAKESH KUMAR NAGAR DF,"RAKESH KUMAR NAGAR C/O AT MASJID KA MOHALLA,BAMBOOLI BUNDI,RAJALAWATA,RAJASTHAN",6377049485,,BUNDI,,323801,RAJASTHAN,DISTRICT
SHOKAT KHA,"SHOKAT KHA C/O AT 176/1 GRAM MAU,RAJGARH,MADHYA PRADESH",7987990484,,RAJGARH,,465697,MADHYA PRADESH,DISTRICT
SURESH KUMAR DISTRICT SHOP,"SURESH KUMAR C/O AT VILL-SANBBARA,KATHGHAR,RAIBARELI,UTTAR PRADESH",6387232872,,RAIBARELI,,229001,UTTAR PRADESH,DISTRICT
LAXMAN GAJANAN DESHMUKH,"DURGA HERBAL AND WELLNESS STORE C/O AT PILIV,MALAAHIRES,SOLAPUR,MAHARASHTRA",9922790259,,SHOLAPUR,,413310,MAHARASHTRA,DISTRICT
SIDDI VINAYAK MARKETING,"SIDDI VINAYAK MARKETING C/O AT AAST NO 801 676 1 676 1 SITE NO 08, BHAVANI COMPLEX, SAVALANGA MAIN ROAD VINAYAK NAGARA, SHIVAMOGGA, Shivamogga (Shimoga), Karnataka, 577204---29AEMFS8821H1ZF--",7892390137,,SHIMOGA,,577204,KARNATAKA,WAREHOUSE
SHREE RAM JANKI ENTERPRISES DF,"RANJEET CHOUDHARY C/O AT RAMNAGAR ,WEST CHAMPARAN,CHAMPARAN,BIHAR--10AXNPC7188B1ZR--",9931415245,,CHAMPARAN,,845106,BIHAR,DISTRICT
PEDDIBOYINA NIRANJAN KUMAR,"PEDDIBOYINA NIRANJAN KUMAR C/O AT PARASU PET CENTER,VEDA COMPUTERS,MACHILIPATNAM,KRISHNA,ANDHRA PRADESH",7013326067,,KRISHNA,,521001,ANDHRA PRADESH,DISTRICT
MOHAN KAMAT DF,"MOHAN KAMAT C/O AT WARD NO.1,GRAM-RAMBHADRAPUR,POST-MADANPUR,DARBHANGA,BIHAR",6291552105,,DARBHANGA,,847101,BIHAR,DISTRICT
DHIRENDRA PATEL,"SREE SAI GENERAL STORE C/O AT MISHROLIYA,DEORIA,MUZAFFARPUR,BIHAR",8732806226,,MUZAFFARPUR,,843120,BIHAR,DISTRICT
JITENDRA PRAJAPATI,"JITENDRA PRAJAPATI C/O AT COLLAGE KE PEECHE TELA ROAD,WARD NO.14,KARERA,SHIVPURI,MADHYA PRADESH",9617864180,,SHIVPURI,,473660,MADHYA PRADESH,DISTRICT
NIRMALA DEVI DF,"AMAR TRADING COMPANY C/O AT GUDHA GORJI,JHUNJHUNUN,RAJASTHAN",9772062031,,JHUNJHUNU,,333022,RAJASTHAN,DISTRICT
NEERAJ KUMAR DF,"BALAJI TRADING C/O AT NEAR HDFC BANK,MADANGANJ ,KISHANGARH,AJMER,RAJASTHAN",7790873143,,KISHANGARH,,305801,RAJASTHAN,DISTRICT
RAMESH MADAGUNDI,"SHREE DODDABASAVESHWARA DISTRIBUTORS C/O AT COMPLEX NO.11,NEW KAYAPALLE MARKET ,BETGERI-GADAG,UTTAR KARNATAKA,KARNATAKA",8951943097,,GADAG,,582102,KARNATAKA,DISTRICT
RAVINDER SHARMA,"ALL IS WELL C/O AT PILLU KHERA NEAR JAMNI BUS STOP,SAFIDON,JIND,HARYANA",9518140220,,JIND,,126113,HARYANA,DISTRICT
KRISHNA TRADING,"PRAMJEET C/O AT N/A,BHOOLNI , Saharanpur, Uttar Pradesh, ----09BUPPP3930G2Z7 --",9719831682,,SAHARANPUR,,247129,UTTAR PRADESH,DISTRICT
TAJ MOHAMMAD DF,"HIND ASSOCIATE C/O AT NAKA CHURAHA,FEZAABAD ROAD,BARABANKI,KUTWALI,BARABANKI,UTTAR PRADESH",8545948276,,BARABANKI,,225001,UTTAR PRADESH,DISTRICT
ISHWAR SINGH DF,"BAIJNATH ENTERPRISES C/O AT HANUMAN MANDIR KE PAS,BHINMAL BYPASS ROAD,JALORE,RAJASTHAN",8005965202,,JALORE,,343001,RAJASTHAN,DISTRICT
MD JAMIL RAYEEN DISTRICT SHOP,"ROYAL HERBAL C/O AT BHABUA KAIMUR,NEAR BK PUBLIC SCHOOL,MOHANIA,KAIMUR,WARD NO.16,KAIMUR,BHABHUA,BIHAR",7464071213,,KAIMUR (BHABUA),,821109,BIHAR,DISTRICT
MERRY MALSAWMKIMI,"MERRY MALSAWMKIMI C/O AT KAWNPUI VENGTHAR,NEAR AWITHANGPA HAL,KOLASIN,MIZORAM",8414081922,,KOLASIB,,796701,MIZORAM,DISTRICT
BULURANI MANDAL,"MANDAL ENTERPRISES C/O AT KHATRA,BANKURA,WEST BENGAL",9474511514,,BANKURA,,722140,WEST BENGAL,DISTRICT
K B AND COMPANY,"DHIRAJ KUMAR C/O AT MACCHA, WARD NO 4, MACCHA, ULAO, Begusarai, Bihar, 851134---10CIKPK8325E1ZJ",7631599262,,BEGUSARAI,,851134,BIHAR,DISTRICT
NAND RAM YADAV,"SHREE SHYAM AGENCY C/O AT DHANI PUNCHLA WALI,TEH NEEM KA THANA,NIMKATHANA TOWN,SIKAR,RAJASTHAN",9829536459,,SIKAR,,332713,RAJASTHAN,DISTRICT
VIJAY DAHODIYA,"VIJAY DAHODIYA C/O AT AHU,DHAR,MADHYA PRADESH",9977062254,,DHAR,,454001,MADHYA PRADESH,DISTRICT
MUKESH KUMAR SAHU,"MAA ENTERPRISES C/O AT CHHARA PATTI CHOWNK,HANUMAN NAGAR ,KHUTAUNA,BIHAR",9643488424,,MADHUBANI,,847227,BIHAR,DISTRICT
ANNAPOORNESHWARI ENTERPRISES,"GANESHA HIRINJA BABU GOWDA C/O AT 1-124 A, HIRINJA, HALENERANKI, PUTTUR TQ, Dakshina Kannada, Karnataka, 574241---29AURPB7404J1ZB--",9900406605,,KANNADA,,574241,KARNATAKA,DISTRICT
R.K GENERAL STORE,"PRAMITA DEVI C/O AT VIDYAPATI NAGAR,DALSINGSARAI,SAMASTIPUR,BIHAR----10CDSPD7006C1Z5",8298047690,,SAMASTIPUR,,848503,BIHAR,DISTRICT
MAA JANKI TRADERS,"LOVKUSH SONI C/O AT 22, RAMLILA MAIDAN KE SAMNE GT ROAD, GOPIGANJ, Sant Ravidas Nagar, Uttar Pradesh, 221303--09CYFPS7232H1Z1--",9621191481,,SANT RAVIDAS NAGAR,,221303,UTTAR PRADESH,DISTRICT
DAWA TAMANG,"DAWA TAMANG C/O AT P.O. SEVOKE ROAD,JUNGLEE MOHAL,SILIGURI,JALPAIGURI,WEST BENGAL",9800788121,,JALPAIGURI,,734001,WEST BENGAL,DISTRICT
SEKH MEHEBUB HOSSAIN,"CROWN ENTERPRISES C/O AT VILL-KATIAHAT,PS-BASURIA,NORTH 24 PARGANAS,WEST BENGAL",9749502428,,PARGANAS,,743427,WEST BENGAL,DISTRICT
VARHLUNKIMA,"VARHLUNKIMA C/O AT 29,ZOHLUN VENG,NEAR SBI,BAIRABI,KOLASIB,NORTH THINGDAWL,MIZORAM",8119844452,,KOLASIB,,796081,MIZORAM,DISTRICT
CHINMAYEE SAHOO,"CHINMAYEE SAHOO C/O AT HANDIDHUA,COLLIERY,TALCHER,ANGUL,ODISHA",9658856051,,ANGUL,,759100,ORISSA,DISTRICT
PROBIN CHETIA,"CHETIA ENTERPRISES C/O AT NO.1,MORAN HABI,BARBARUAKANT,CHARAIDEO,SIBSAGAR,ASSAM",8638001089,,SIBSAGAR,,785692,ASSAM,DISTRICT
SURESH PREMCHAND SHADI DF,"ASM ENTERPRISES C/O AT SHANKAR ROAD,OPP MLA RAVI,RANA HOUSE,AMRAVATI,MAHARASHTRA",9422855377,,AMRAVATI,,444606,MAHARASHTRA,DISTRICT
MONODI SOREN,"SOREN ENTERPRISES C/O AT GANDEY PO.GIRIDIH,JHARKHAND",9931136236,,GIRIDIH,,815312,JHARKHAND,DISTRICT
ANIL KUMAR DF,"ANIL ENTERPRISES C/O AT CHORMA COLD STORE ,CHORMA,EAST CHAMPARAN,CHAMPARAN,BIHAR",9199425539,,CHAMPARAN,,845414,BIHAR,DISTRICT
BALINDAR PRASAD AYAM,"BALINDAR PRASAD AYAM C/O AT HOUSE NO.11,BAJAR PAAR,WARD NO.12,VILL-WADRAFNAGAR,BALRAMPUR,CHHATTISGARH",6264356529,,BALRAMPUR,,497225,CHATTISGARH,DISTRICT
SIRI,"SHIVARAJ SHETTY C/O 837, 11th Cross, 35th Main, JP Nagar 1st Phase, Bangalore, Bengaluru (Bangalore) Urban, Karnataka, 560078--29BEVPS3968F1ZI--",9343113902,,BANGALORE,,560078,KARNATAKA,WAREHOUSE
MATHURA PRASAD,"PRINCE ADITYA ENTERPRISES C/O AT NAWAKA TOLA DUMWALIYA WARD 02 BAGAHA 02 ,WEST CHAMPARAN, BIHAR",9430505143,,CHAMPARAN,,845105,BIHAR,DISTRICT
NITYAM ELECTRONIC,"YOWAN PRADHAN C/O AT 96/A, NARAYAN PRADHAN, DENTAM, DENTAM, West Sikkim, Sikkim, 737113--11BVVPP5440C1ZM--",9733297037,,DENTAM,,737113,SIKKIM,DISTRICT
KAJOR MAL JIJWARIYA,"KAJOR MAL JIJWARIYA C/O AT NEAR AADHARSH SENIOUR SECOUNDARY SCHOOL,KHATUSHYAM JI,JAIPUR,RAJASTHAN",9783161114,,JAIPUR,,332602,RAJASTHAN,DISTRICT
J VASU,"MANVITH ORGANIC SHOP C/O AT DESI ORGANIC SHOP KE BETTAHALLI ROAD,NEAR TOURIST GEST HOUSE,KRISHNA NAGAR,2ND STAFE PANDAVAPURA,MANDYA ,KARNATAKA",7259424135,,MANDYA,,571434,KARNATAKA,DISTRICT
LAKSHMI ENTERPRISES,"HITENDER SINGH C/O AT V.P.O.MASHOBRA,SHIMLA,HIMANCHAL PRADESH--02GFBPS0188P1Z0",9418434230,,SHIMLA,,171007,HIMACHAL PRADESH,DISTRICT
HIMANSHU DEVIDAS SONAWANE,"HIMANSHU DEVIDAS SONAWANE C/O AT KL 5/16,ROOM NO.2,GROUND FLOOR,SEC 35,NEAR KALAMBOLI BUS DEPO,NAVI MUMBAI,MAHARASHTRA",7738327432,,MUMBAI,,410218,MAHARASHTRA,DISTRICT
AKHILENDRA KUMAR,"SANVI PRODUCT CENTER C/O AT KAMUPUR,KARIMUDDINPUR,GHAZIPUR,UTTAR PRADESH",9415542883,,GHAZIPUR,,233229,UTTAR PRADESH,DISTRICT
KANCHAN MALA,"KANCHAN MALA C/O AT BAHERA,NAWADA,SAMHARIGADH,NAWADA,BIHAR",8210597973,,NAWADA,,805110,BIHAR,DISTRICT
PRITI RAJWADE,"PRITI RAJWADE C/O AT INFRONT OF SANJAY PARK,CHORKA KACHHAR,AMBIKAPUR,SURGUJA,CHHATTISGARH",8319428620,,SURGUJA,,497001,CHATTISGARH,DISTRICT
SUBRAT KUMAR SAHOO,"PRATIMA ENTERPRISES C/O AT KANTAPADA,JANGHIRA,KEONJHAR,ODISHA",9777045955,,KEONJHAR,,758079,ORISSA,DISTRICT
RAJKUMAR SISODIYA,"RAJKUMAR SISODIYA C/O AT MAIN ROAD KALIDEVI,GRAM KALIDEVI,JHABUA,MADHYA PRADESH",8959942231,,JHABUA,,457661,MADHYA PRADESH,DISTRICT
GOBIND SINGH,"GOBIND SINGH C/O AT H NO.99,ASHIANA COLONY,JHANDPEER,KHANDWALA,AMRITSAR,PUNJAB",8054476137,,AMRITSAR,,143105,PUNJAB,DISTRICT
ACHINTA SINHA MAHAPATRA,"MAA RANKINI ENTERPRISES C/O AT LAKSHMI SAGAR ,SIMLAPAL,BANKURA,WEST BENGAL",9531759661,,BANKURA,,722160,WEST BENGAL,DISTRICT
RASITHA A K,"KEERTHANA WELLNESS & HEALTHCARE C/O AT LUNAR BUILDING,PERAMBRA,ERAVATTUR,KOZHIKODE,KERALA",9778720744,,KOZHIKODE,,673525,KERALA,DISTRICT
BIRANCHI NARAYAN SATAPATHY,"SHRE HHI GALERY C/O AT ABHAYAMUKI ,NIMAPARA,BANAMALIPUR,PURI,ODISHA",7008635099,,PURI,,752103,ORISSA,DISTRICT
SHASHI KUMAR EKKA,"SHASHI KUMAR EKKA C/O AT CHIRAPARA,MAINPAT,SITAPUR,SURGUJA,CHHATTISGARH",7582845017,,SURGUJA,,497111,CHATTISGARH,DISTRICT
ASHARAF,"ASHARAF C/O AT VALAPPIL,KAITHAVALAPPU,BEYPORE,KOZHIKODE,KERALA",9961940721,,KOZHIKODE,,673015,KERALA,DISTRICT
RAMJAN ALI,"RAMJAN ALI ENTERPRISES C/O AT MURARAI,BIRBHUM,WEST BENGAL",7001331398,,BIRBHUM,,731219,WEST BENGAL,DISTRICT
JHUMA ROY,"SREE SREE GOURANGO HHI ENTERPRISES C/O AT NARAYANPUR,PURULIYA,WEST BENGAL",8116030778,,PURULIA,,723121,WEST BENGAL,DISTRICT
SACHIN VISHVANATH AMBRE,"SACHIN VISHVANATH AMBRE C/O AT PIMPLAVADI,KHED,SHELDI,RATNAGIRI,MAHARASHTRA",7887829005,,RATNAGIRI,,415722,MAHARASHTRA,DISTRICT
JACK,"SHEDU HHI ENTERPRISES C/O AT TNK VILLAGE SENAPTI,NEAR POLICE CHECK POST,SENAPATI,MANIPUR",8448066379,,SENAPATI,,795106,MANIPUR,DISTRICT
LATA HOSMANI,"AMRUTA ENTERPRSIES C/O AT 1ST MAIN,3RD CROSS,SARVAR CANTEEN HARIHARA,DAVANGERE,KARNATAKA",9986566018,,DAVANAGERE,,577601,KARNATAKA,DISTRICT
LANKE RAJESH,"LANKE RAJESH C/O AT Door no,. 61-25/1-6A, SIVA GANGA BHAVANI ROAD RAMALINGESWARA NAGAR , VIJAYAWADA, KRISHNA DISTRICT, ANDHRA PRADESH",9949882588,,KRISHNA,,520013,ANDHRA PRADESH,DISTRICT
SANJAY DASHARATH TAIDE,"SANJAY DASHARATH TAIDE C/O OLD AJISPUR ROAD,NEAR HDFC BANK,JIJAMATA NAGAR,BULDANA,MAHARASHTRA",9765530148,,BULDHANA,,443001,MAHARASHTRA,DISTRICT
DAMODAR ENTERPRISES,"DAMODAR VASANT BAVACHIKAR C/O AT GS-2 GS-7 SHOP, VARAD RESIDENCY, MUGALLI, SAO JOSE DE AREAL, SALCETE, South Goa, Goa, 403709--30ANIPB1627M2ZB--",9765509715,,GOA,,403709,GOA,WAREHOUSE
VARSHA UMESH AGRAWAL,"VARSHA UMESH AGRAWAL C/O AT SHIVALAY SUPER SHOPY, G. M. ARCADE, NEAR NAGAR PARISHADH, MAIN ROAD, PARATWADA,AMRAVATI,MAHARASHTRA",9421726017,,AMRAVATI,,444805,MAHARASHTRA,DISTRICT
GANESH VITTHAL BAGALE,"GANESH VITTHAL BAGALE C/O AT PLT NO.25B,JAGDAMBA NAGREI,BACKSIDE OF ATITHI HOTEL,MAHUR ROAD,PUSAD,YAVATMAL",9850418084,,YAVATMAL,,445204,MAHARASHTRA,DISTRICT
SHUCHI ORGANICS,"HEMAVATHI A M C/O AT Ground Floor and 1st Floor, Ward No 7, Vijayagiri Complex, K R Puram, Hassan, Hassan, Karnataka, 573201--29AELPH5993J1ZQ",8095566557,,HASSAN,,573201,KARNATAKA,DISTRICT
SHIVANI PAGARDAR SAHAKARI PATSABSTHA,SHIVANI PAGARDAR SAHAKARI PATSABSTHA C/O AT,7517228225,,BULDHANA,,443002,MAHARASHTRA,DISTRICT
M/S BIJAY RAJ LAKSHMI ENTERPRISES,"PUNAM DEVI C/O AT C/O RANDHIR KUMAR, MOUZA MUSTAFAPUR, VIJAY VIHAR COLONY KHAGAUL ROAD, DANAPUR, Patna, Bihar, 801503--10CGLPD3754K1ZI--",7739283899,,PATNA,,801503,BIHAR,WAREHOUSE
UDAYA NATH KAR,"MAA ENTERPRISES C/O AT JAGANNATHPUR,BASANTIA,MOREGAON,KEONJHAR,ODISHA",7873158480,,KEONJHAR,,758083,ORISSA,DISTRICT
SUNIL KUMAR DF,"SUNIL KUMAR C/O AT 4/6/29 GURU COLONY,NEAR BY HANUMAN TEMPLE,BHALKI,KARNATAKA",8867106056,,BHALKI,,585328,KARNATAKA,DISTRICT
SUMA C,"THEJU ORGANIC SHOP C/O AT NANDIBHAVAN ROAD,NEAR NEW BUS STOP,CHAMARAJANAGARA,KARNATAKA",8971936650,,CHAMRAJNAGAR,,571313,KARNATAKA,DISTRICT
RAJESHWARI MEDARAKHANDI,"RAJESHWARI MEDARAKHANDI C/O AT WARD NO.2,KERUR,BADAMI BAGALKOT,KARNATAKA",9902678960,,BAGALKOT,,587206,KARNATAKA,DISTRICT
GOPAL SHOW,"GOPAL SHOW C/O AT GANAPATI NAGAR,MEDINIPUR,PASCHIM MEDINIPUR,WEST BENGAL",6296766824,,MEDINIPUR,,721101,WEST BENGAL,DISTRICT
ZONUNSANGI,"ZONUNSANGI C/O AT C1 3,C SECTION,NEAR VC HOUSE,CHHINGA VENG,AIZAWL MUNICIPAL COUNCIL,AIZAWL,MIZORAM",9862158298,,AIZAWL,,796001,MIZORAM,DISTRICT
VIVEK KUMAR,"HHI HERBAL HEALTH CARE CENTER C/O AT C-1699,RAJAJIPURAM,LUCKNOW,UTTAR PRADESH",9918000127,,LUCKNOW,,226017,UTTAR PRADESH,DISTRICT
AJHAR KHAN,"HHI STAR SHOPPING CENTER C/O AT BRAHMABARDA,JAJPUR,ODISHA",9178308211,,JAJPUR,,755005,ORISSA,DISTRICT
ANITA GUPTA,"ANITA GUPTA C/O AT N.S.B. ROAD,RANIGANJ,BARDHAMAN,WEST BENGAL",9332376911,,BARDHAMAN,,713347,WEST BENGAL,DISTRICT
NARAYAN KUMAR,"NARAYAN KUMAR C/O AT PIPRA TAND,CHAINPUR,SONDIHA,RAMGARH,JHARKHAND",6203358458,,RAMGARH,,829134,JHARKHAND,DISTRICT
RAMESH PICK UP,RAMESH C/O AT KUSHTAGI ROAD KALIDAS NAGAR KOPPAL UTTARA KARNATAKA KARNATAKA,9482050654,,KOPPAL,,583231,KARNATAKA,DISTRICT
SAHELI GAYEN,"SAHELI INFOTECH C/O AT VILL-GHATESWAR,MANDIRBAZAR,SOUTH 24 PARGANAS,WEST BENGAL",8116335049,,PARGANAS,,743336,WEST BENGAL,DISTRICT
SHREE SHYAM HAPPY HEALTH INDIA,"SUDHIR KUMAR CHOUDHARY C/O AT HOLDING NO 377A/141, SOUTH DHADKA,--19ARQPC8983M1ZQ-- RUPKATHA MORE, ASANSOL, Paschim Bardhaman, West Bengal, 713302",8918339290,,ASANSOL,,713302,WEST BENGAL,DISTRICT
GURMAIL SINGH,"DASHMESH MART C/O AT V I P ROAD,ZIRAKPUR,MOHALI,PUNJAB",7986750515,,MOHALI,,140601,PUNJAB,DISTRICT
SUBHASHREE PRIYADARSHANI,"SHREE MAA HHI SHOPEE C/O AT BALIPADA,DADHA,KHORDHA,ODISHA",7064535161,,KHORDHA,,754005,ORISSA,DISTRICT
TEX SPARES INTERNATIONAL WH,"SONIA JAIN C/O AT HOUSE NO.49-B/75,OPP PAPER MILL GATE,WORKSHOP ROAD,THAPAR COLONY,YAMUNA NAGAR,HARYANA--06ADWPJ6324R1ZO FSSAI NO -- 10822021000031",9306983455,,YAMUNANAGAR,,135001,HARYANA,WAREHOUSE
ANIRBAN DUTTA,"DHUN ENTERPRISE C/O AT VILL.-BORBIL NO2,DIGBOI,TINSUKIA,ASSAM",7002455352,,TINSUKIA,,786171,ASSAM,DISTRICT
MRIGANKARAJ GOGOI,"HAPPY HEALTH ENTERPRISE C/O AT VILL:-MAJGAON. P.O.:-TAMULICHIGA,P.S.:- GOURISAGAR. Dist.:- SIVASAGAR,ASSAM",8474887371,,SIVASAGAR,,785682,ASSAM,DISTRICT
HELON G ZHIMO,"HELON G ZHIMO C/O AT HO NO.1,ARTCS,SHOKHUVI VILLAGE,DIMAPUR SADAR,NAGALAND",9862991107,,DIMAPUR,,797112,NAGALAND,DISTRICT
M/S MAHAVEER ENTERPRISES,"SUNEETA DEVI C/O RAM NAGAR BYPASS ROAD, SADHA, CHAPRA, SARAN, BIHAR--10EIOPD2961M1Z5--",8210898953,,SARAN,,841301,BIHAR,DISTRICT
PRIYANKA KISHOR,"KISHOR HERBAL C/O AT At- SRI KRISHNA NAGAR,GAYATRI MANDIR, P.o- MOTIHARI Dist- EAST CHAMPARAN State- BIHAR",9891428137,,CHAMPARAN,,845401,BIHAR,DISTRICT
NIRMALI BORA,"UB. ENTERPRISE C/O AT DULIAJAN NO2 P.O.=DULIAJAN,DULIAJAN. Dist.-DIBRUGARH,ASSAM",8638229650,,DIBRUGARH,,786602,ASSAM,DISTRICT
VIRAT MEGA MARAT,"NAGINA MAURYA C/O AT BANDIPATTI CHAURAHA ,JAGDISH PUR ROAD, HANDIA PRAYAGRAJ,UTTAR PRADESH--09DLVPM5347D1ZK--",8004520131,,ALLAHABAD,,221503,UTTAR PRADESH,DISTRICT
SUJIT KUMAR PARIDA,"SNEHA ENTERPRISES C/O AT QR -2 RA-135 ROAD-7 UNIT-9 , BHOI NAGAR ,BHUBANESWAR, KHORDHA ,ODISHA",9338177761,,KHORDHA,,751022,ORISSA,DISTRICT
NIRANJAN BARAL,"MAHAVEER TRADERS C/O AT RAMCHANDRAPUR,KRONJHAR,ODISHA",9937004959,,KEONJHAR,,758043,ORISSA,DISTRICT
DIPALI DANDAPAT,"DIPALI DANDAPAT C/O AT BEUNCHA,SALBONI,PASCHIM MEDINIPUR,WEST BENGAL",7001333793,,MEDINIPUR,,721129,WEST BENGAL,DISTRICT
M/S SAGAR AND BROTHERS ENTERPRISES,"DHANANJAY KUMAR C/O BEHIND F C I GODAM C/O SUBAL DUTTABANDHA VGARH COLONY ROAD SINDHI CAMP, SATNA GST===23BBHPK2499A2ZV",8358995216,,SATNA,,485001,MADHYA PRADESH,WAREHOUSE
